epoch,time_s,average_query_loss
1,6.6137354373931885,574.0271606445312
2,6.941681623458862,664.4859008789062
3,5.977663993835449,1861.8623046875
4,6.147704839706421,198.3134002685547
5,3.6009342670440674,192.3880615234375
6,3.592179536819458,181.79238891601562
7,3.9446589946746826,670.5732421875
8,3.3434412479400635,1367.338623046875
9,3.306422710418701,961.6146240234375
10,4.304196834564209,2669.093505859375
